post_id,content,images
2860452447455049,"ĐÀ NẴNG OPEN JOB PHP/ JAVA/ TESTER/ REACTJS 🤤🤤 WITH GOOD ENG\nLương hấp dẫn, cùng vô vàn benefit xịn\n+14 tháng lương + 16M tiền thưởng cố định hằng năm + bonus dự án + 2 tháng thử việc full lương 🤑🤑🤑🤑\nib nhận job nhé ạ",[]
2860258800807747,"Xin chào cả nhà ạ. Green Technology.STC mở rộng thị trường, mở thêm Văn phòng ở thị trường Campuchia cần tuyển dụng 02 ứng viên cho vị trí: Data Analyst Middle/ Senior mức lương và chế độ hấp dẫn bên dưới.\nAnh/Chị có thể làm việc ở Campuchia, vui lòng apply hoặc giới thiệu giúp ứng viên cho mình với nha.\nMỗi tháng được off 6 ngày liên tục để về Việt Nam thăm nhà ạ",[]
2860363647463929,"🔥 EST ROUGE ĐÀ NẴNG TUYỂN DỤNG LEVEL TỪ FRESHER 🔥\nỨng viên ơi, hãy xắn tay áo lên và update một chiếc CV thật xịn xò để bắt lấy cơ hội ""làm mới mình"" nha🔥\n=======\nList job đang open, yêu cầu từ 2-3 năm kn trở lên:\n🍀 𝟐𝟎 𝐀𝐞𝐫𝐨𝐬𝐩𝐚𝐜𝐞 - 𝐈𝐎𝐓 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫 (𝐀𝐥𝐥 𝐥𝐞𝐯𝐞𝐥𝐬 - 𝐅𝐫𝐞𝐬𝐡𝐞𝐫, 𝐉𝐮𝐧𝐢𝐨𝐫 𝐬𝐞̃ đ𝐮̛𝐨̛̣𝐜 đ𝐚̀𝐨 𝐭𝐚̣𝐨)\n🍀 𝟎𝟐 𝐀𝐈 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫𝐬 (𝐉𝐮𝐧𝐢𝐨𝐫 𝐮𝐩)\n🍀 𝟎𝟐 𝐑&𝐃 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫𝐬 (𝐉𝐮𝐧𝐢𝐨𝐫 𝐮𝐩)\n🍀 𝟎𝟐 𝐃𝐚𝐭𝐚 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫𝐬 (𝐉𝐮𝐧𝐢𝐨𝐫 𝐮𝐩)\n🍀 𝟎𝟏 𝐏𝐎/𝐏𝐌 (𝐌𝐢𝐝𝐝𝐥𝐞 𝐮𝐩)\n🍀 𝟎𝟏 𝐈𝐓 𝐂𝐨𝐦𝐦𝐮𝐧𝐢𝐜𝐚𝐭𝐨𝐫𝐬 (𝐍𝟐)\n🍀 𝟎𝟑 𝐁𝐚𝐜𝐤𝐞𝐧𝐝 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫𝐬 (𝐌𝐢𝐝𝐝𝐥𝐞-𝐮𝐩)\n🍀 𝟎𝟐 𝐌𝐚𝐧𝐮𝐚𝐥 𝐓𝐞𝐬𝐭𝐞𝐫𝐬 (𝐌𝐢𝐝𝐝𝐥𝐞-𝐮𝐩)\n🍀 𝟎𝟏 𝐓𝐞𝐬𝐭 𝐋𝐞𝐚𝐝𝐞𝐫 (𝐌𝐢𝐝𝐝𝐥𝐞-𝐮𝐩)\n-------\n𝐄𝐬𝐭 𝐫𝐨𝐮𝐠𝐞 có gì?\n- Không gian và thời gian làm việc thân thiện, linh hoạt và cởi mở, nơi bạn có thể giải toả căng thẳng với sân chơi billiards và nhiều tiện ích khác\n- Gói bảo hiểm ER CARE dành riêng cho nhân viên ER\n- Mindfulness workshop/class\n- Open Talk sharings; Company parties;..\n- Review lương 2 lần/năm\n- 12 ngày nghỉ phép có lương\n- Thưởng cuối năm\n- Gói Personalized Benefit trao quyền member tự thiết kế phúc lợi theo nhu cầu và mục đích cá nhân\n-------\nDự án Mỹ, Nhật về nườm nượp, thêm dự án build sản phẩm độc quyền với nhiều lĩnh vực mới lạ (hàng không vũ trụ, v.v) đang chờ các bạn về chung tay phát triển.\n🔥 𝐋𝐢𝐞̂𝐧 𝐡𝐞̣̂ 𝐇𝐚́𝐜 𝐑𝐨̛̀:\n- Email: ngochtb@tech.est-rouge.com\n- Skype: Ngochtb.18\n- Inbox",[]
2857712567729037,"🔥🔥🔥 VỚI MỤC TIÊU R500, ĐẠT 500 NHÂN SỰ CUỐI NĂM 2024, HƯỚNG ĐẾN RIKKEI TOÀN MIỀN TRUNG, Rikkeisoft open loạt vị trí đáp ứng cho sự tăng trưởng vượt bật của chi nhánh cũng như nhu cầu nguồn lực cho dự án.\n🔥🔥🔥Phát triển mạnh mẽ ở cả hai thị trường Nhật và Global, đa dạng Khách hàng đến từ Mỹ, Úc, Sing, Malay...\n🌈🌈🌈 Và, NGAY TRONG THÁNG 3 NÀY RIKKEI CẦN HƠN 50 NHÂN SỰ ở nhiều vị trí, tham gia các cơ hội dự án mới, cùng Rikkei phát triển, bức tốc mạnh mẽ trong các mục tiêu mới\n👇👇 Đa dạng vị trí, đa dạng thị trường, open cho tất cả level, nắm bắt cơ hội onsite tại Nhật, Mỹ, Thái....một trong các chi nhánh Rikkeisoft. Nhanh tay tham khảo và ghi đâu mình trên hành trình Rikkeisoft nhé 😀😀\n⚡️⚡️Inbox mình trao đổi thông tin chi tiết\nMail: hott@rikkeisoft.com\nSkype: hotran.cfl",[]
2622792804554349,"🔥🔥🔥 [Đà Nẵng] Khởi động chương trình đào tạo và phát triển sinh viên mới tốt nghiệp tại ABeam Consulting Việt Nam - đợt 2 năm 2023\nĐối tượng: sinh viên mới tốt nghiệp hoặc chuẩn bị tốt nghiệp các ngành liên quan đến CNTT và có thể làm việc toàn thời gian tại Đà Nẵng từ tháng 07/2023\nVị trí: ERP Developer\nThời gian làm việc: thứ 2 - thứ 6\nPhúc lợi\n100% lương trong 2 tháng thử việc\nTham gia các khóa đào tạo từ cơ bản đến chuyên sâu để trở thành developer hệ thống ERP chuyên nghiệp\nTham gia các khóa đào tạo chung về chuyển đổi số và các kỹ năng cần thiết trong lĩnh vực tư vấn chuyển đổi số\nTrở thành nhân viên chính thức của công ty sau 2 tháng thử việc\nThưởng 2 lần/năm, thưởng tết nguyên đán\nBảo hiểm sức khỏe cao cấp cho cá nhân và người thân, tiêm ngừa cúm miễn phí hàng năm\nĐược trang bị laptop cao cấp, phụ cấp công việc hàng tháng\nĐược tài trợ thi và nhận chứng chỉ Toeic chính thức\nMôi trường làm việc trẻ trung, chuyên nghiệp, năng động; nhiều hoạt động ngoại khóa cho nhân viên\n5. Cách thức apply\nGửi CV và phỏng vấn nhanh (bằng tiếng Anh) qua đường link: \nhttps://abeam.hirevue.com/signup/ANn4B86nssAETKeTnFV5KD/\nHoặc quét mã QR trên hình ảnh bên dưới\n6. Thời gian dự kiến bắt đầu: 07/2023\nCác bạn có câu hỏi hoặc thắc mắc vui lòng liên lạc qua email: lvo@abeam.com hoặc inbox để biết thêm chi tiết.\n#newgraduates #IT #ITfresher #freshgraduate #recruitment #developer",[]
2860431074123853,"GẶP GỠ CHUYÊN GIA HÀNG ĐẦU TRONG NGÀNH AUTOMOTIVE: TĂNG TỐC VÀO TƯƠNG LAI CÙNG NHỮNG BÍ KÍP “TUYỆT TECH” GIÚP BẠN BIẾN ĐAM MÊ THÀNH SỰ NGHIỆP MƠ ƯỚC\n🔗 Đăng ký ngay: https://bit.ly/Automotive_TechTalk\nKhám phá profile thật “WOW” của các diễn giả góp mặt tại Tech Talk “Driving into the Future: Accelerating Software Defined Vehicle” - những người tiên phong nắm bắt xu hướng công nghệ SDV của thế giới tại Việt Nam, dẫn dắt thành công hàng loạt dự án quốc tế và không ngừng đào tạo những đội ngũ kỹ sư kế thừa tinh nhuệ trong ngành công nghệ ô tô tại FPT Software:\n🌟 Anh Vũ Tuấn Mạnh, Chief Delivery Officer, FPT Automotive: Từ cựu sinh viên Đại học Bách Khoa Hà Nội đến CDO tại FPT Automotive, anh Mạnh sẽ mang đến câu chuyện đầy cảm hứng về hành trình 20 năm chinh phục thế giới công nghệ với những dự án lớn cùng với khách hàng toàn cầu, đồng thời chia sẻ góc nhìn chuyên sâu về cơ hội phát triển và hướng đi sắp tới của ngành\n🌟 Anh Tống Văn Linh, Phó giám đốc Trung tâm phát triển phần mềm In-Vehicle Infotainment, FPT Automotive:\n▪️ 13 năm kinh nghiệm thực chiến trong ngành Automotive, anh Linh là “tổng chỉ huy"" của hàng loạt dự án triệu đô với quy mô lớn và khó của FPT Software\n▪️ Chuyên gia cao cấp về kỹ năng C/C++, QT, tác giả của nhiều bài viết công nghệ trên hệ thống Codelearn\n▪️ Đào tạo hàng trăm fresher, xây dựng đội ngũ In-Vehicle Infotainment (IVI) Đà Nẵng lên con số 100, góp phần tăng trưởng 200% về nhân sự và doanh thu cho đơn vị I-VI Đà Nẵng\n🌟 Anh Mai Anh Thắng: Phó giám đốc Trung tâm phát triển Phần mềm Automotive Platform Solution, FPT Automotive\n▪️ 9 năm kinh nghiệm trong lĩnh vực phát triển toàn bộ Vòng đời Phần mềm cho Ô tô và Hệ thống nhúng, nhiều năm kinh nghiệm về các công nghệ SCA, Autosar, Aspice, An toàn chức năng, An toàn thụ động, Phát triển tự động hóa\n▪️ Top 20 Trạng FPT 2023; Quán quân cuộc thi Nhà Quản trị dự án tài năng - PM Contest 2022 của FPT Software\n🌟 Anh Huỳnh Thanh Bình: Model Based Development Manager, FPT Automotive\n▪️ Gần 10 năm kinh nghiệm trong lĩnh vực Automotive, với nền tảng vững chắc về Model Based Development, anh Bình là người tiên phong mở ra hướng đi mới cho đơn vị với việc xây dựng team Model-based design, gặt hái nhiều thành công lớn trong dự án với khách hàng Hàn Quốc\n▪️ Top 100 cá nhân xuất sắc nhất FPT Software 2022\nĐĂNG KÝ THAM GIA Tech Talk “Driving into the Future: Accelerating Software Defined Vehicle” NGAY HÔM NAY để nắm lấy cơ hội được truyền cảm hứng và định hình tương lai của chính mình cùng 4 diễn giả cực xịn của FPT Software bạn nhé!\nThông tin sự kiện:\n📅 Thời gian: 9:00-11:30, Thứ 7 ngày 30/03/2024\n📍 Địa điểm: Khách sạn New Orient, 20 Đống Đa, phường Thuận Phước, Quận Hải Châu, thành phố Đà Nẵng\n🔗 Đăng ký ngay: https://bit.ly/Automotive_TechTalk\n✅ Lưu ý: Số lượng giới hạn cho 150 bạn đăng ký đầu tiên!\n-----\n#FPTSoftware #FPTAutomotive #SoftwareDefinedVehicle #SDV #AcceleratingSDV",[]
2860460874120873,"Ứng viên N1 về Fsoft-Sự nghiệp thênh thang, rất nhiều job BA, BrSE, Comtor, cơ hội làm việc trực tiếp với người Nhật trong dự án full-life cycle\nLàm tại VN- hưởng lương chuẩn Nhật 💴",[]
2860400124126948,"[ƯU TIÊN ỨNG VIÊN HỌC TẬP/LÀM VIỆC Ở ĐÀ NẴNG]\n[CƠ HỘI 1-0-2] THỰC TẬP TẠI TRUNG QUỐC VỚI MỨC LƯƠNG LÊN TỚI 40.000.000 VNĐ/THÁNG\nBạn muốn một công việc không chỉ dừng lại ở “làm việc” mà còn là trải nghiệm và kết nối?\nBạn muốn nhận được sự công nhận và mức lương xứng đáng với năng lực của bản thân?\nVậy thì hãy cùng tìm hiểu xem liệu chuyến thực tập Academic Operation tại tổ chức giáo dục lớn nhất Trung Quốc này có thể đáp ứng mong ước của bạn hay không nhé!\n📌 Về công ty: ASADAN CHINA (Trung Quốc)\nLà một tổ chức từ thiện và cơ quan trao giải thưởng của Vương quốc Anh tập trung vào giáo dục dựa trên kỹ năng trong hơn 40 năm. Tổ chức hướng tới kết nối các hoạt động sau giờ học với các lớp học ở trường và nhằm mục đích giúp các trường cải thiện hoạt động ngoại khóa tổng thể bằng cách cung cấp cho học sinh các tài nguyên giáo dục chất lượng cao.\nMột số điểm nổi bật về ASDAN:\n➤ Hợp tác với 831 trường quốc tế và trường trọng điểm tại 57 thành phố.\n➤ Hợp tác với các tổ chức giáo dục quốc tế hàng đầu và các trường đại học danh tiếng trên thế giới.\n➤ Được đánh giá cao bởi Cognia (tổ chức kiểm định giáo dục Hoa Kỳ)\n📌 Quyền lợi:\nNhận mức lương hàng tháng lên tới xấp xỉ 40.000.000 VNĐ/tháng.\nNhận dấu mộc thực tập từ tập đoàn nước ngoài.\nLàm việc trong môi trường quốc tế chuyên nghiệp và năng động.\nĐược cung cấp máy tính làm việc.\nCó cơ hội phát triển chuyên môn thông qua các buổi làm việc và sự hỗ trợ trực tiếp của chuyên gia trong ngành.\n📌 Miêu tả công việc:\nNghiên cứu thị trường và phân tích thực tiễn để phát triển học học thuật.\nĐánh giá và cung cấp nội dung - Tổ chức sự kiện: tham dự các hội nghị học thuật ở các thành phố khác nhau với tư cách là đại diện của tổ chức 2-3 lần trong 1 tháng.\n📌 Yêu cầu cơ bản\nLà sinh viên đã tốt nghiệp/vừa mới ra trường\nNgoại ngữ: Có khả năng sử dụng tiếng Anh giao tiếp\nƯu tiên ngành học: Quản trị kinh doanh\nCó kinh nghiệm làm việc trong các tổ chức phi chính phủ và khả năng diễn thuyết trước đám đông là một lợi thế\nĐẶC BIỆT: Thực tập sinh sẽ nhận được AIESEC hỗ trợ sửa CV, phỏng vấn giả lập… nhằm tăng tỉ lệ trúng tuyển. Đồng thời, hệ thống buddy 1-1  từ hai đất nước trong suốt quá trình từ vòng ứng tuyển đến khi kết thúc chuyến thực tập sẽ giúp bạn có một chuyến đi quốc tế trọn vẹn và an toàn nhất.\nChần chừ gì mà không nhanh tay đăng kí tìm hiểu về cơ hội và hướng đi phù hợp với mình ngay tại đây thôi: http://tinyurl.com/5n7eru47\n_______________________________________________________\nGlobal Talent - Thực tập Quốc tế là chương trình thuộc tổ chức AIESEC, cung cấp cho các bạn trẻ trải nghiệm thực tập tại 1 công ty ở nước ngoài từ 6 - 78 tuần nhằm phát triển kỹ năng lãnh đạo và các yếu tố cần thiết để thúc đẩy con đường sự nghiệp sau này.\n➤ Tìm hiểu thêm thông tin để trở thành thực tập sinh quốc tế tại: http://tinyurl.com/5n7eru47\n➤ Tham gia nhóm cộng đồng của chương trình Global Talent tại: https://tinyurl.com/globaltalentcommunity",[]
2860310700802557,"Chào cả nhà, hiện tại em đang làm việc ở SG, có kế hoạch sẽ chuyển về ĐN trong năm nay và cần tìm công việc liên quan đến phân tích dữ liệu và nghiên cứu thị trường (Data Analyst/Business Intelligence), anh/chị nào đang cần tìm ứng viên hoặc biết công ty nào tuyển dụng vị trí này cho em xin thông tin dưới post với ạ, em sẽ chủ động liên hệ, em cảm ơn mn!",[]
2860225747477719,"Chào mọi người, em là sinh viên mới ra trường, hiện đang tìm kiếm việc làm, do chưa có kinh nghiệm nên không biết có Công Ty tuyển không ạ? Em làm bên mảng ReactJS dù chưa được cứng tay lắm do mới bắt đầu học, còn về dự án thì em có làm được 1 dự án web xem phim nhỏ bằng PHP. Mong mọi người giúp đỡ !!!",[]
