post_id,content,images
1617317992027704,"Facebook đang là một kênh để tiếp cận người tìm việc một cách nhanh nhất, hiệu quả nhất và phổ biến nhất hiện nay mà các công ty tuyển dụng và các bạn sinh viên đang rất ưa chuộng.\nVì sao nên chọn quảng cáo ở nhóm IT TUYỂN DỤNG - TÌM VIỆC LÀM?\nNhóm có số lượng thành viên thực > 140k thành viên và số lượng thành viên tăng đều mỗi tuần ( gần 1k thành viên mỗi tuần).\nĐội ngũ quản lý duyệt bài hiệu quả chặn được spam tin rác và buôn bán trong nhóm, các bài đăng luôn đúng với chủ đề tuyển dụng.\nLượt tương tác thực và lượt reach bài viết cao, tiếp cận được đúng đối tượng.\nSau đây Admin đưa ra một số dich vụ như sau:\nDịch vụ ghim bài Group Facebook: Loại dịch vụ này phù hợp với các công ty tuyển dụng trong thời gian ngắn, cần gấp nhân sự, hiệu quả tiếp cận cao,...\nDịch vụ treo ảnh bìa Group Facebook: Loại dịch vụ này phù hợp với các công ty tuyển dụng fresher, tuyển nhân viên dài hạn theo chiến lược của công ty,...\nChi tiết về dịch vụ, tham khảo tại đây: https://docs.google.com/spreadsheets/d/1x0NEDqNsulIbP9vnvgDdxeTP8uvEoBS0ErgKxdmgocI/edit#gid=0",[]
1818241725268662,"[Hà Nội] Update list job tuyển dụng các vị trí IT tháng 3\n1.Java Fullstack Developer\nTừ 2 năm Java, biết React.js, tiếng Anh giao tiếp tốt, đã hoặc chuẩn bị tốt nghiệp đại học\nLương gross up to 2500$, được tài trợ các khóa đào tạo và onsite nước ngoài, môi trường thoải mái, năng động\n2. System Engineer\nTừ 2,3 năm kinh nghiệm các vị trí tương đương (System Engineer, IT Support, Cloud Engineer,...), tiếng Anh giao tiếp tốt\nLương gross up to 35M, thời gian làm việc linh hoạt, cơ hội onsite nước ngoài\n3. Frontend Developer\nTừ 2 năm React.js/Vue.js, tiếng Anh giao tiếp tốt, đã hoặc chuẩn bị tốt nghiệp đại học\nLương gross up to 2500$, được tài trợ các khóa đào tạo và onsite nước ngoài, môi trường thoải mái, năng động\n4. Embedded System Engineer\nTừ 5 năm kinh nghiệm Linux Embedded, tiếng Anh giao tiếp tốt\nLương gross up to 3000$, môi trường nước ngoài, công việc ổn định",[]
1818228095270025,"[HCM] TUYỂN DỤNG IT HELPDESK\n👉Số lượng: 2 nhân viên\n👉Mức lương: 8 triệu - 10 triệu (tuỳ theo năng lực)+ thưởng\n👉Yêu cầu\n- Lắp ráp, cài đặt phần mềm, cấu hình máy tính\n- Hỗ trợ người dùng sử dụng các chương trình ứng dụng, xử lý các sự cố máy tính, thiết bị văn phòng và các yêu cầu được đưa ra bởi Users\n- Thực hiện sửa chữa, cài đặt, bảo trì thiết bị CNTT, cấu hình mạng LAN, WAN, Wifi của công ty\n- Đảm bảo hoạt động xuyên suốt của các hệ thống CNTT tại văn phòng, duy trì ổn định, hiệu quả, hỗ trợ tốt cho người dùng sử dụng máy tính cho công việc.\n- Kinh nghiệm từ 1 năm, ưu tiên có kinh nghiệm quản lý nhóm 3-4 người\n👉 Địa điểm làm việc: Số 7 Nguyễn Thái Bình, Phường 04, Quận Tân Bình, TP.HCM\n👉 Các bạn quan tâm vui lòng gửi hồ sơ qua email: info@himalaya.asia hoặc liên hệ 0917196639\nWebsite: https://himalaya.asia/ - https://itoutsource.com.vn/",[]
1818238245269010,"[HCM] Tuyển gấp UNITY ANIMATOR từ 1 NĂM KN. Thử việc lương 100%. Trợ cấp ăn uống, OT. Mn quan tâm inb hoặc cmt em gửi JD nhé ạ",[]
1818237988602369,"[HCM] HOT JOB DÀNH CHO Software Engineer (C/C++), 3 NĂM KN. CÁC BẠN Q/T IB MÌNH NHA.",[]
1814941508932017,"[HCM - TÂN BÌNH] 📣 EMESOFT tìm đồng đội gia nhập team IT 📣\n⚙️ VỊ TRÍ: IT HELPDESK\n✅ Yêu cầu:\n- Tốt nghiệp CĐ/ĐH chuyên ngành CNTT, Quản trị Mạng, Viễn Thông hoặc các chuyên ngành liên quan.\n- Từ 06 tháng đến 1 năm kinh nghiệm làm việc tại vị trí IT Helpdesk hoặc liên quan.\n- Hiểu biết về hệ thống máy tính, thiết bị di động và các sản phẩm công nghệ khác.\n- Có khả năng tìm ra vấn đề và giải quyết những vấn đề liên quan đến công nghệ.\n- Có khả năng làm việc nhóm.\n- Có khả năng hiểu sâu về các quy trình công nghệ và hướng dẫn người sử dụng từng bước từng bước.\n- Khả năng giao tiếp tốt (Tiếng Anh – Tiếng Việt)\n💰 Phúc lợi:\n- Thử việc 100% lương.\n- Lương tháng 13.\n- Review tăng lương hàng năm.\n- Phụ cấp giữ xe và ăn trưa.\n- Hưởng chế độ chăm sóc sức khoẻ cao cấp dành cho nhân viên.\n- Môi trường làm việc cởi mở, thân thiện, chuyên nghiệp.\n- Nhiểu hoạt động nội bộ đa dạng, hấp dẫn.\n- Lộ trình thăng tiến rõ ràng.\n🏢 Văn phòng: 596 Cộng Hoà, Phường 13, Quận Tân Bình, TPHCM.\n⏰ Thời gian: Thứ 2-6, 9:00 - 18:00.\n📩 Thông tin chi tiết liên hệ inbox hoặc gửi CV ứng tuyển về email:\nmy.luu@emesoft.net",[]
1814561495636685,"[HN] Tuyển dụng Junior Backend Developer. Làm việc thứ 2 - thứ 6. Lương + thưởng lễ, Tết + thưởng hiệu quả KD. Cơ hội phát triển nghề nghiệp tốt và nâng cao trình độ Tiếng Anh. Gói bảo hiểm linh hoạt.",[]
1818225521936949,[VCCORP_HN] Tuyển senior reactJS từ 4 năm kinh nghiệm\nOffer: 30-35m gross\nTest onl + pv onl 1 vòng,[]
1818134681946033,"📣📣FPT Software-JOB BOARD THÁNG 3, ỨNG TUYỂN TẸT GA🌟\n👉Hãy bắt đầu phát triển sự nghiệp Bền Vững của bạn cùng FPT Software hàng loạt đãi ngộ :\n- Lương thưởng hấp dẫn\n- Cơ hội nhận trợ cấp chuyển vùng lên đến 360 triệu đồng tại Quy Nhơn, Nha Trang, Cần Thơ, Huế.\n- Cơ hội nhận signing bonus lên đến 80 triệu đồng khắp 3 miền, cùng nhiều chế độ khác...\n* Yêu cầu: Kinh nghiệm từ 1 năm (tuỳ vị trí), ưu tiên ngoại ngữ Anh hoặc Nhật hoặc Hàn \n🍀 CÁC VỊ TRÍ TUYỂN DỤNG 3 miền hình ảnh phía dưới\n👉ỨNG TUYỂN CÁC JOB TẠI HÒA LẠC HÀ NỘI: https://bit.ly/3IyVUKU\n👉ỨNG TUYỂN CÁC JOB TOÀN QUỐC : https://bit.ly/3Tt3I54\n🍀Ứng viên ứng tuyển ngay tại link để được giải đáp mọi thắc mắc nhé!",[]
1817072435385591,"CẦU GIẤY- TUYỂN DỤNG IT SUPPORT HỆ THỐNG \nMÔI TRƯỜNG: VIỄN THÔNG CÔNG NGHỆ THÔNG TIN \nLương cứng : 6-10 tr/tháng (có thể deal theo năng lực)  + pc + THƯỞNG \n🖋️🖋️Yêu cầu nhỏ:\nLàm việc nghiêm túc, chăm chỉ.\nCó kinh nghiệm support hệ thống mạng. \nThời gian làm việc: từ thứ 2- thứ 6 nghỉ cố định thứ 7 và chủ nhật\n------------------------------\n🏬Địa chỉ: Phùng Chí Kiên- Cầu Giấy- Hà Nội.\nIB/Zalo: 0968 566 290 ( Mrs Thiên)",[]
